,season,market,name,team_code,team_id,alias,division,current_division,wins,losses,ties
3355,1964,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,15,10,0
3356,1960,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,16,10,0
3357,1940,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,14,10,0
3358,1950,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,18,11,0
3359,1957,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,18,11,0
3360,1951,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,17,13,0
3361,1965,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,13,13,0
3362,1949,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,13,13,0
3363,1953,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,14,14,0
3364,1947,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,17,14,0
3365,1961,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,15,14,0
3366,1955,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,12,15,0
3367,1963,Whittier College,,781,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,2,,8,19,0
3368,1974,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,25,4,0
3369,2008,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,30,4,0
3370,2007,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,26,5,0
3371,1999,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,23,5,0
3372,1986,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,28,6,0
3373,1991,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,6,0
3374,1985,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,25,6,0
3375,2001,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,21,7,0
3376,1992,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,7,0
3377,2012,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,7,0
3378,1987,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,24,8,0
3379,2000,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,8,0
3380,1976,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,8,0
3381,2003,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,8,0
3382,1989,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,24,8,0
3383,1994,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,8,0
3384,1978,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,18,9,0
3385,1998,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,19,9,0
3386,1984,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,22,9,0
3387,1979,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,9,0
3388,2014,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,23,9,0
3389,1993,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,21,9,0
3390,1996,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,18,9,0
3391,1988,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,21,9,0
3392,1981,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,17,9,0
3393,2002,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,10,0
3394,2016,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,18,10,0
3395,1980,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,17,10,0
3396,2013,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,10,0
3397,2010,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,15,11,0
3398,2004,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,18,11,0
3399,1973,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,15,11,0
3400,1997,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,16,11,0
3401,1975,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,16,11,0
3402,1977,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,15,11,0
3403,1983,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,20,11,0
3404,1982,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,16,12,0
3405,2011,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,14,12,0
3406,1990,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,17,13,0
3407,2009,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,13,15,0
3408,2005,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,12,15,0
3409,1995,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,10,16,0
3410,2006,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,9,17,0
3411,2015,Gannon University,,246,8eeff875-6bff-4b08-8b61-d17bd0407a7d,,2,,7,19,0
3412,1977,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,22,6,0
3413,1998,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,22,7,0
3414,1975,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,21,8,0
3415,1985,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,19,9,0
3416,1990,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,21,9,0
3417,1976,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,19,9,0
3418,1999,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,22,9,0
3419,2008,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,21,9,0
3420,2009,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,21,9,0
3421,1988,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,22,9,0
3422,1981,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,17,10,0
3423,2015,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,15,12,0
3424,2011,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,15,12,0
3425,2007,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,17,12,0
3426,2014,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,16,12,0
3427,2016,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,19,12,0
3428,2003,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,17,12,0
3429,1994,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,14,13,0
3430,1983,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,14,13,0
3431,1997,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,16,13,0
3432,2005,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,15,14,0
3433,1982,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,13,14,0
3434,2010,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,13,14,0
3435,1991,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,18,14,0
3436,1989,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,15,15,0
3437,1974,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,15,0
3438,2012,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,12,15,0
3439,2000,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,13,15,0
3440,2004,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,14,15,0
3441,1980,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,12,15,0
3442,1996,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,15,0
3443,1995,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,12,16,0
3444,1986,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,13,16,0
3445,1992,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,16,0
3446,1973,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,9,17,0
3447,1993,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,17,0
3448,2013,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,9,17,0
3449,2002,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,17,0
3450,1984,Merrimack College,,410,16de38c6-062f-48b1-848f-9c4a8ce7cfa8,,2,,11,17,0
