,season,scheduled_date,attendance,market,name,team_code,team_id,alias,current_division,points_game,win,opp_market,opp_name,opp_code,opp_id,opp_alias,opp_current_division,opp_points_game
5137,2011,19-NOV-11 12:00 AM,2854.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,80,True,George Mason University,Patriots,248,e76479d0-a768-46d2-89bf-7b9dae12bec8,GMU,D1,75
5138,2000,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,55,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,71
5139,1999,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,63,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,82
5140,1999,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,60,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,75
5141,1998,,,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,46,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,57
5142,2001,02-JAN-01 12:00 AM,874.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,58,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,73
5143,2004,11-JAN-05 12:00 AM,491.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,81,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,82
5144,2003,14-FEB-04 12:00 AM,477.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,69,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,70
5145,2002,15-FEB-03 12:00 AM,1117.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,54,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,89
5146,2002,18-JAN-03 12:00 AM,597.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,63,False,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,74
5147,1998,,,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,88,True,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,80
5148,2000,,0.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,71,True,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,62
5149,2005,04-DEC-05 12:00 AM,633.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,107,True,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,104
5150,2013,07-DEC-13 12:00 AM,1195.0,Florida Atlantic University,Owls,229,c851131a-5ecd-4670-81bc-b40f4837dd65,c851131a-5ecd-4670-81bc-b40f4837dd65,D1,83,True,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,D1,63
